Customer_ID,Gender,Age,Region,Account_Type,Transaction_Date,Transaction_Type,Amount,Loan_Status,Credit_Score
13347,Female,68,North,Savings,2023-09-28,Deposit,48025.0,Approved,514
12844,Male,66,West,Savings,2023-10-20,Loan,48401.0,Approved,766
13959,Male,21,West,Current,2024-12-16,Withdrawal,98112.0,Approved,827
14398,Female,57,,Current,2024-08-15,Deposit,63582.0,Approved,840
12288,Male,64,East,Savings,2023-04-25,Loan,88189.0,Approved,445
10252,Male,58,East,Savings,2023-07-01,Loan,79959.0,Default,808
10626,Female,67,North,Savings,2023-01-05,Withdrawal,20689.0,Default,593
13168,Male,68,East,Savings,2023-10-04,Withdrawal,,Rejected,471
14934,Female,55,East,Current,2023-12-09,EMI,18340.0,Default,417
12776,Female,56,North,Savings,2023-04-06,EMI,98026.0,Rejected,876
13553,Male,56,,Savings,2024-10-24,Withdrawal,96479.0,Approved,882
10123,Female,47,,Current,2024-02-16,Withdrawal,68323.0,Approved,568
11910,Male,41,West,Savings,2024-10-11,Deposit,4654.0,,760
14014,Male,68,North,Current,2024-06-30,Deposit,8288.0,Approved,708
14289,Male,57,South,Savings,2023-04-19,Deposit,64428.0,Rejected,343
12615,Female,68,West,Current,2024-09-21,Withdrawal,69230.0,Approved,462
12378,Female,69,North,Current,2024-05-04,Loan,14157.0,Default,362
13489,Female,40,North,Savings,2023-09-11,EMI,40513.0,Default,562
10568,Female,66,East,Savings,2024-07-12,Deposit,90422.0,Approved,327
12847,Female,27,North,Savings,2023-08-19,Withdrawal,46858.0,Default,515
11880,Male,18,North,Current,2023-07-21,Loan,60035.0,Rejected,661
13397,Female,35,North,Current,2023-03-27,Withdrawal,96675.0,Approved,872
10694,Female,42,North,Savings,2024-01-22,EMI,83922.0,Rejected,644
10865,Female,46,East,Current,2023-12-09,Withdrawal,77368.0,Default,750
13741,Male,37,West,Current,2023-07-04,EMI,63761.0,Default,637
13265,Female,33,West,Savings,2024-10-18,Deposit,56421.0,Default,779
11989,Male,52,South,Current,2024-05-27,EMI,54219.0,Default,709
10857,Male,30,South,Current,2023-06-27,Withdrawal,51226.0,,768
14223,Male,29,North,Savings,2023-09-25,EMI,,Approved,393
13805,Female,34,West,Current,2024-09-15,Deposit,86309.0,Approved,479
11150,Male,46,North,Current,2023-03-26,EMI,56258.0,Rejected,390
13040,Male,18,East,Savings,2024-10-24,EMI,3991.0,Default,866
10721,Female,34,,Current,2024-11-28,Loan,66971.0,Rejected,540
12886,Male,48,East,Current,2024-09-23,Deposit,93812.0,Default,763
13255,Female,36,,Savings,2023-02-22,Withdrawal,99698.0,Approved,465
14727,Male,39,South,Current,2024-08-19,Loan,3214.0,Default,621
11947,Male,18,South,Savings,2024-04-01,EMI,13416.0,,458
13407,Female,44,West,Current,2023-10-03,EMI,7716.0,Default,503
10603,Female,22,South,Current,2023-06-19,Withdrawal,30404.0,Rejected,423
12171,Male,24,,Current,2024-08-06,Withdrawal,4717.0,Approved,570
14681,Female,21,East,Current,2024-06-26,Loan,20638.0,Rejected,421
13436,Male,47,East,Current,2023-09-28,EMI,39662.0,Rejected,434
11056,Male,19,East,Savings,2023-03-20,Deposit,,,368
12866,Male,47,South,Current,2023-06-10,Deposit,30665.0,Approved,772
11722,Male,43,South,Savings,2024-12-27,EMI,31283.0,Default,823
13685,Female,63,South,Current,2023-05-18,Withdrawal,74375.0,Approved,596
10319,Male,41,North,Current,2024-09-18,EMI,24696.0,Rejected,514
13027,Male,31,East,Savings,2023-03-12,EMI,81846.0,Approved,458
12551,Female,26,South,Savings,2023-02-18,EMI,27378.0,Rejected,458
10275,Male,26,North,Savings,2023-10-08,Loan,32230.0,Default,315
14446,Male,54,South,Current,2024-06-01,Deposit,,Rejected,843
10550,Male,27,North,Current,2023-03-03,EMI,90971.0,Rejected,482
14093,Male,53,North,Current,2024-03-31,EMI,70914.0,Rejected,610
11002,Male,57,North,Savings,2023-02-22,Deposit,11555.0,Approved,354
12182,Male,65,East,Savings,2023-07-13,Withdrawal,20887.0,Approved,723
13126,Female,60,East,Current,2023-07-25,EMI,11002.0,Default,634
10606,Male,38,South,Savings,2023-07-08,Loan,16428.0,,596
11439,Female,55,North,Savings,2024-02-19,EMI,38880.0,Approved,667
10528,Female,53,South,Savings,2023-01-08,Deposit,83160.0,Default,488
11874,Female,62,East,Current,2023-11-21,Loan,14225.0,Rejected,424
12500,Female,21,South,Savings,2024-02-03,Loan,74836.0,Default,624
14867,Male,56,East,Savings,2024-06-10,Deposit,29337.0,Approved,781
10830,Female,50,West,Current,2024-11-17,Withdrawal,86381.0,Default,691
14274,Female,40,West,Savings,2023-01-28,Loan,60113.0,Approved,544
14974,Female,66,North,Current,2024-12-21,EMI,58210.0,Approved,701
12023,Female,69,South,Current,2024-07-02,Deposit,54948.0,Approved,797
12175,Male,52,North,Current,2024-09-16,Loan,14427.0,Rejected,546
12465,Male,19,South,Savings,2024-12-11,EMI,45233.0,Default,635
10299,Male,27,North,Savings,2024-07-03,Loan,71540.0,Default,703
10069,Female,26,,Savings,2024-12-19,Loan,77789.0,Approved,432
12701,Male,50,South,Current,2024-06-25,Deposit,35360.0,Approved,634
12405,Male,53,East,Savings,2024-02-04,EMI,17328.0,Approved,313
12300,Female,31,North,Savings,2024-04-28,EMI,96468.0,Approved,436
13971,Female,30,South,Savings,2024-10-11,Withdrawal,9338.0,Default,735
10800,Male,30,East,Savings,2023-07-20,EMI,59812.0,,628
11740,Male,42,East,Savings,2024-09-24,EMI,89545.0,Rejected,522
11484,Male,60,West,Savings,2023-11-26,EMI,83888.0,Rejected,389
10151,Male,21,West,Current,2024-09-09,Loan,87700.0,Approved,873
10757,Female,69,North,Current,2023-10-14,Loan,79845.0,Rejected,690
13478,Male,69,East,Current,2023-01-02,Deposit,51375.0,Rejected,866
12634,Female,64,West,Current,2024-10-16,Deposit,78713.0,Rejected,739
11481,Male,53,East,Savings,2023-04-24,Deposit,89901.0,Approved,379
12706,Female,61,East,Current,2024-07-06,Withdrawal,10151.0,Default,514
10875,Female,27,North,Savings,2024-09-14,Deposit,52134.0,Approved,844
12421,Male,56,West,Savings,2023-03-09,EMI,28677.0,Rejected,434
10793,Male,36,South,Savings,2023-10-25,Withdrawal,85320.0,Approved,861
12556,Female,49,West,Current,2023-04-19,Withdrawal,26525.0,Rejected,440
10377,Female,51,South,Current,2023-06-21,Withdrawal,83273.0,Default,379
11129,Female,66,South,Savings,2023-09-18,Withdrawal,29285.0,Rejected,332
11169,Male,35,,Current,2023-08-05,Withdrawal,40350.0,Default,448
10860,Male,32,South,Current,2023-09-16,Withdrawal,96129.0,Rejected,672
14950,Male,60,West,Current,2023-12-05,Deposit,18408.0,Default,893
13964,Male,61,East,Current,2024-01-08,Deposit,95226.0,Default,696
12603,Female,37,West,Current,2023-05-23,Deposit,67473.0,Approved,585
13640,Male,38,South,Current,2024-03-06,EMI,8488.0,Rejected,397
13182,Male,56,South,Savings,2024-03-24,Withdrawal,33716.0,Default,467
10379,Female,30,North,Savings,2024-06-14,Withdrawal,53788.0,Default,531
14603,Male,29,East,Savings,2023-07-24,Loan,84554.0,Approved,660
13656,Female,66,North,Savings,2024-09-16,Withdrawal,75755.0,,570
13246,Female,66,North,Current,2023-08-07,Withdrawal,19354.0,Default,761
11039,Male,25,East,Current,2023-10-10,Withdrawal,13094.0,Approved,491
12956,Male,48,East,Current,2024-01-04,Withdrawal,,Rejected,454
11477,Male,41,South,Current,2023-04-13,Loan,58142.0,Approved,392
14246,Male,54,South,Savings,2023-09-22,Loan,61614.0,Approved,670
14490,Male,34,South,Savings,2023-09-26,EMI,65414.0,Approved,371
11406,Female,32,West,Current,2024-05-30,EMI,7242.0,Approved,824
12111,Female,30,West,Current,2023-10-19,Deposit,61434.0,Approved,417
14502,Male,31,West,Current,2023-05-06,Withdrawal,90399.0,Approved,801
12660,Female,26,South,Current,2024-02-13,EMI,73607.0,Approved,642
13183,Male,40,East,Current,2023-07-31,EMI,7880.0,Default,386
10795,Male,22,South,Current,2024-05-23,Withdrawal,54702.0,Rejected,682
13312,Male,21,East,Savings,2024-09-07,EMI,36980.0,Approved,786
10842,Female,31,East,Savings,2024-03-15,EMI,99901.0,Rejected,558
13633,Male,21,West,Current,2023-08-09,EMI,99524.0,,710
11651,Male,57,West,Current,2023-08-27,Deposit,52235.0,Default,482
10176,Female,40,South,Current,2024-12-02,Withdrawal,90856.0,Default,870
13207,Male,65,South,Current,2024-08-15,Withdrawal,36911.0,Approved,454
12918,Male,25,East,Savings,2024-01-15,EMI,60921.0,Approved,359
10928,Female,26,East,Savings,2023-03-18,EMI,62262.0,,504
13803,Female,53,North,Savings,2024-10-01,EMI,62776.0,Default,669
10046,Female,64,West,Savings,2023-10-14,Deposit,35173.0,Rejected,647
12933,Male,44,East,Savings,2023-03-16,Deposit,39210.0,Approved,352
13261,Female,59,South,Current,2024-10-20,EMI,54780.0,Rejected,382
11198,Male,26,West,Current,2024-08-02,EMI,92432.0,Rejected,610
13013,Male,37,East,Current,2023-10-12,EMI,90694.0,Default,774
10897,Female,33,North,Savings,2023-09-10,Withdrawal,22485.0,Approved,849
12851,Female,55,South,Savings,2024-03-01,EMI,94110.0,Approved,750
13965,Female,47,,Current,2023-09-23,Deposit,40355.0,Rejected,335
12863,Male,21,East,Savings,2024-05-06,Deposit,82079.0,Default,486
12285,Female,36,East,Savings,2023-12-11,Loan,86913.0,Approved,452
14945,Male,48,South,Current,2023-10-07,EMI,37833.0,Rejected,479
11875,Female,31,,Current,2023-12-22,Withdrawal,99077.0,Default,691
14996,Male,48,South,Savings,2024-10-16,Deposit,66618.0,Rejected,575
12743,Male,37,North,Current,2024-03-20,Loan,4567.0,Default,707
13695,Female,38,West,Savings,2024-10-24,Deposit,90179.0,Rejected,737
10284,Male,61,East,Current,2024-09-09,Loan,90698.0,Rejected,532
13114,Female,36,South,Savings,2024-07-17,Withdrawal,59491.0,Rejected,794
14998,Male,33,North,Current,2024-07-21,Deposit,,Approved,417
12909,Female,24,East,Savings,2023-08-27,EMI,50365.0,Rejected,658
12608,Male,49,East,Savings,2024-08-27,Loan,4051.0,Default,524
11789,Male,48,East,Current,2024-03-18,Deposit,14707.0,Rejected,303
11525,Male,28,West,Current,2024-02-22,Deposit,87891.0,Approved,848
13633,Male,21,West,Current,2023-08-09,EMI,99524.0,,710
14586,Male,55,North,Savings,2024-12-03,Deposit,,Rejected,826
12104,Female,62,South,Savings,2024-02-06,Loan,75627.0,Rejected,613
13284,Female,69,South,Savings,2024-07-09,Withdrawal,63093.0,Approved,742
11362,Female,57,East,Savings,2023-02-11,Deposit,,Approved,817
12789,Female,33,West,Current,2024-03-22,Deposit,12829.0,Default,848
11868,Male,33,East,Current,2024-11-02,Withdrawal,9048.0,Rejected,827
12868,Female,26,South,Current,2023-05-26,Loan,76888.0,,753
11630,Female,63,South,Savings,2024-01-28,Withdrawal,76940.0,Approved,417
14699,Female,27,,Savings,2023-03-23,Withdrawal,78167.0,Approved,679
12022,Male,63,North,Current,2024-06-10,Withdrawal,55822.0,Default,434
12630,Male,32,North,Savings,2023-09-03,Withdrawal,5388.0,Approved,840
10100,Male,51,West,Savings,2023-03-25,Loan,27321.0,Approved,316
12474,Female,48,West,Savings,2023-08-10,Withdrawal,12842.0,Rejected,534
11352,Female,59,North,Savings,2024-09-14,EMI,47212.0,Default,325
13382,Female,31,West,Current,2023-04-22,Deposit,13209.0,Default,750
11145,Female,33,South,Current,2023-12-29,EMI,,Default,616
13470,Male,58,South,Savings,2024-05-19,Deposit,70222.0,Approved,642
13677,Female,65,North,Current,2023-06-11,Withdrawal,77489.0,Approved,774
10367,Female,25,West,Savings,2023-02-13,Loan,95022.0,Rejected,614
12210,Male,61,North,Current,2024-07-20,Withdrawal,33353.0,Rejected,646
11254,Female,33,East,Savings,2023-05-18,Deposit,60790.0,Default,895
12705,Female,44,West,Current,2024-03-28,Withdrawal,7458.0,Approved,788
10950,Male,51,West,Savings,2023-04-24,EMI,91638.0,Approved,737
12768,Male,18,South,Savings,2024-10-27,EMI,47435.0,Approved,793
10020,Male,55,North,Current,2023-09-21,EMI,60117.0,Rejected,320
11472,Female,52,South,Savings,2023-07-03,Loan,13911.0,Approved,675
10669,Male,27,West,Current,2023-08-29,Loan,17220.0,Default,654
10219,Female,60,East,Savings,2023-05-23,Loan,65566.0,Default,560
14309,Female,63,East,Current,2023-06-05,Loan,9911.0,Default,389
11739,Male,21,West,Savings,2023-12-01,Loan,11932.0,Default,560
13506,Female,58,North,Current,2023-01-02,EMI,27710.0,Approved,438
13660,Male,24,South,Savings,2023-10-02,Deposit,83299.0,Default,686
12944,Male,56,East,Savings,2024-07-29,Loan,11605.0,Approved,469
12374,Female,31,West,Current,2024-09-25,EMI,12573.0,Approved,448
13969,Female,61,North,Current,2024-06-10,Loan,68419.0,Default,575
12917,Male,61,South,Savings,2023-09-28,Loan,52560.0,Default,649
11019,Female,20,South,Savings,2024-11-08,Withdrawal,72626.0,Default,344
13733,Male,67,West,Current,2024-04-23,Deposit,36930.0,Default,576
11676,Male,40,East,Current,2023-07-14,EMI,52661.0,Default,322
10518,Female,37,South,Current,2023-09-07,Loan,57865.0,Default,732
14620,Male,39,North,Savings,2023-12-28,Deposit,61734.0,Rejected,773
14384,Female,43,North,Savings,2023-04-10,EMI,46284.0,Approved,659
14013,Female,47,West,Current,2024-02-28,Withdrawal,93681.0,Default,713
11565,Male,37,North,Current,2024-08-31,Withdrawal,9689.0,Approved,347
11966,Male,48,East,Current,2023-08-28,Loan,20693.0,,548
11920,Male,23,East,Current,2023-03-09,Withdrawal,21810.0,Rejected,721
14787,Female,19,West,Savings,2023-12-11,Withdrawal,89855.0,Default,390
14565,Female,59,East,Savings,2023-03-12,EMI,27649.0,Approved,600
13393,Female,64,East,Savings,2023-10-04,Withdrawal,22086.0,Rejected,804
11053,Male,26,South,Savings,2024-03-31,Withdrawal,15063.0,Approved,628
12585,Male,41,West,Savings,2024-01-02,EMI,79348.0,Rejected,731
10760,Male,66,North,Current,2023-05-29,Deposit,37126.0,Approved,635
13257,Female,33,,Savings,2023-03-03,EMI,42941.0,Approved,456
11075,Male,41,South,Savings,2023-01-26,Loan,,Rejected,420
10215,Male,64,South,Savings,2023-07-23,Withdrawal,,Approved,700
14642,Male,35,North,Savings,2024-07-12,Loan,19043.0,Rejected,666
14324,Female,25,North,Savings,2024-01-11,Loan,39790.0,Rejected,841
13995,Female,20,East,Savings,2023-11-30,EMI,97538.0,,473
13270,Female,42,South,Current,2024-10-29,Deposit,89509.0,Rejected,454
10197,Female,32,South,Savings,2024-08-19,Deposit,88193.0,Rejected,563
11236,Female,18,South,Current,2023-11-27,Withdrawal,41517.0,Default,537
11721,Female,37,West,Current,2024-11-09,Loan,9373.0,Default,770
12728,Male,60,South,Current,2024-10-14,Deposit,92291.0,Approved,598
11057,Female,60,East,Savings,2024-04-19,Loan,82919.0,Rejected,838
11437,Female,57,South,Current,2023-11-16,EMI,13017.0,Rejected,323
10888,Female,44,East,Current,2023-09-19,Loan,98778.0,Rejected,800
14081,Male,34,South,Savings,2023-03-01,Deposit,57994.0,Rejected,383
12644,Male,32,West,Savings,2023-05-10,EMI,52055.0,Approved,702
10569,Male,56,South,Current,2023-05-31,Withdrawal,69773.0,Default,421
11821,Male,30,West,Savings,2024-03-27,Loan,86968.0,Default,615
14480,Female,18,South,Current,2023-08-29,Withdrawal,5234.0,Approved,331
10140,Male,49,South,Savings,2024-05-03,Deposit,93099.0,Rejected,538
14498,Female,53,East,Current,2024-01-03,EMI,63099.0,Rejected,352
14109,Female,61,South,Current,2024-02-07,Withdrawal,63237.0,Default,339
14110,Male,67,North,Savings,2024-07-29,EMI,91844.0,Approved,871
10464,Male,60,West,Savings,2024-01-05,Deposit,79563.0,Rejected,694
12482,Male,43,West,Current,2023-01-15,Deposit,62456.0,Rejected,508
10595,Female,18,East,Current,2023-08-08,Loan,96658.0,Default,807
12310,Male,51,North,Current,2024-01-20,EMI,53195.0,,776
10451,Female,31,North,Current,2023-04-03,Withdrawal,67025.0,Rejected,736
11671,Female,21,South,Savings,2024-10-18,EMI,96659.0,Approved,559
11457,Female,44,North,Savings,2023-01-18,EMI,94077.0,Rejected,671
11753,Female,48,West,Savings,2024-01-03,Withdrawal,66519.0,Default,722
14808,Male,27,South,Savings,2024-11-08,Loan,95245.0,,707
13824,Male,67,East,Current,2024-02-26,Withdrawal,72227.0,Default,889
12128,Male,48,,Savings,2023-08-07,Withdrawal,27238.0,Default,648
11579,Female,53,North,Current,2024-08-27,Loan,57655.0,Approved,622
10452,Female,27,South,Current,2024-06-02,Loan,67520.0,Default,891
14003,Male,51,West,Current,2023-06-09,Withdrawal,83990.0,Approved,654
13443,Male,24,East,Current,2024-07-26,EMI,53290.0,Rejected,462
12146,Female,21,East,Savings,2024-08-02,Withdrawal,25318.0,Rejected,342
14827,Female,62,North,Savings,2023-10-06,Withdrawal,44654.0,Approved,531
11000,Male,37,South,Savings,2023-04-23,EMI,,Default,421
13782,Male,58,South,Current,2024-09-23,Deposit,45905.0,Default,548
12120,Female,63,North,Savings,2023-02-08,Loan,36411.0,Rejected,596
10193,Male,61,North,Savings,2024-03-24,Loan,9834.0,Rejected,668
13990,Female,65,,Current,2023-07-17,Withdrawal,85984.0,Default,825
14312,Male,56,West,Savings,2024-09-18,Withdrawal,70305.0,Rejected,380
14278,Female,62,North,Current,2024-04-02,Withdrawal,78554.0,Approved,367
14363,Male,32,North,Savings,2023-09-29,Deposit,59956.0,Rejected,593
14563,Male,36,East,Savings,2024-06-27,Deposit,33924.0,Default,660
14304,Female,69,East,Savings,2024-05-12,Loan,43180.0,Rejected,305
12722,Male,39,South,Current,2023-12-16,Loan,69971.0,Default,840
14127,Female,34,South,Current,2023-08-02,EMI,9484.0,Rejected,491
11870,Female,49,,Savings,2024-06-02,EMI,15954.0,Approved,678
13698,Male,54,East,Current,2023-11-05,EMI,53930.0,Approved,498
14389,Male,21,North,Savings,2024-09-29,Deposit,54565.0,Default,646
11506,Male,28,North,Current,2024-02-24,Loan,6202.0,Approved,863
12835,Male,69,West,Current,2024-05-27,Loan,79314.0,Default,601
13167,Female,40,West,Current,2023-05-16,Deposit,,Approved,371
13115,Female,52,South,Savings,2024-08-04,Loan,34380.0,Approved,654
11787,Female,42,North,Savings,2024-07-23,Withdrawal,91470.0,Approved,444
13211,Male,40,East,Current,2024-02-16,Deposit,6678.0,Approved,612
11180,Male,27,West,Current,2023-02-03,Deposit,50040.0,Approved,619
14829,Male,62,East,Current,2024-09-16,Withdrawal,4518.0,Rejected,831
10192,Male,51,South,Current,2024-04-08,Deposit,40530.0,Default,404
13263,Male,50,West,Current,2023-02-16,Withdrawal,50094.0,Default,840
11879,Female,29,East,Current,2024-11-01,EMI,10530.0,Rejected,869
13814,Male,58,West,Current,2023-09-04,Loan,96536.0,Rejected,688
12523,Female,45,East,Current,2024-03-28,Deposit,47923.0,Default,749
12884,Male,52,East,Current,2023-02-12,Loan,17471.0,Default,481
14501,Male,30,East,Current,2023-09-25,EMI,79405.0,Rejected,788
12396,Female,42,North,Savings,2023-02-10,Loan,77000.0,Default,576
14761,Male,21,South,Savings,2024-08-12,Deposit,73246.0,Rejected,304
14418,Female,47,East,Savings,2023-06-15,Withdrawal,95831.0,Approved,801
13886,Female,60,West,Savings,2024-07-01,Withdrawal,92703.0,Approved,821
11210,Male,67,North,Current,2023-09-07,EMI,4894.0,Approved,435
13625,Female,24,West,Savings,2024-12-18,Withdrawal,96661.0,Approved,823
10313,Female,20,West,Current,2024-06-10,EMI,4800.0,Approved,661
14617,Female,45,North,Current,2024-02-19,Loan,71938.0,Default,404
10167,Female,48,North,Current,2024-01-24,Loan,93270.0,Approved,332
11778,Male,52,North,Current,2024-12-28,Loan,96595.0,Approved,867
11398,Male,30,West,Current,2024-02-28,EMI,10993.0,Rejected,425
11025,Female,65,East,Savings,2024-11-20,Deposit,20300.0,Rejected,806
11594,Female,37,South,Current,2024-06-06,Deposit,44239.0,Rejected,713
12219,Female,35,West,Current,2024-03-12,Loan,44461.0,Default,587
12460,Female,48,North,Current,2023-04-07,Deposit,34314.0,Default,549
14463,Female,51,North,Savings,2023-07-31,Withdrawal,88236.0,Rejected,520
13166,Male,23,North,Current,2024-09-19,Withdrawal,78952.0,Rejected,833
12764,Male,55,South,Savings,2023-11-27,EMI,35527.0,Default,327
14362,Male,67,West,Current,2023-06-07,Withdrawal,11004.0,Rejected,390
11182,Female,68,East,Current,2024-08-01,EMI,80066.0,Approved,741
11393,Female,62,West,Current,2023-03-04,Deposit,31706.0,,755
12367,Female,46,North,Current,2023-07-04,Withdrawal,98225.0,Approved,426
13155,Male,63,North,Savings,2024-05-17,Loan,4668.0,Default,364
10153,Male,40,West,Savings,2023-10-03,Withdrawal,7122.0,Approved,806
11840,Male,30,South,Current,2024-10-22,EMI,91860.0,Approved,643
12699,Female,65,North,Current,2023-12-16,Deposit,91447.0,Approved,873
14834,Female,37,North,Current,2024-11-28,Withdrawal,47402.0,Default,397
12788,Male,41,,Savings,2024-05-23,Deposit,82795.0,Approved,711
14004,Male,61,North,Savings,2023-07-26,Deposit,67586.0,Approved,858
11296,Female,37,East,Savings,2023-01-31,Withdrawal,90761.0,Rejected,753
12943,Male,69,West,Savings,2024-07-24,Withdrawal,80798.0,Rejected,555
13049,Male,29,South,Current,2023-01-21,EMI,87653.0,Default,317
12276,Male,40,East,Savings,2024-12-02,Deposit,36862.0,Rejected,789
14970,Female,66,North,Savings,2023-03-30,Withdrawal,88746.0,Default,780
12816,Female,31,East,Savings,2024-08-20,Loan,14102.0,Rejected,586
13299,Female,33,North,Savings,2023-09-08,Deposit,42472.0,Approved,895
10032,Male,39,East,Savings,2023-11-08,Deposit,24157.0,Approved,790
10938,Male,18,West,Current,2023-05-24,Deposit,30968.0,Approved,326
11935,Male,30,North,Savings,2024-03-25,Deposit,40214.0,Rejected,776
10753,Female,30,East,Current,2023-04-15,Deposit,97500.0,Default,848
11908,Male,68,North,Current,2023-09-03,Withdrawal,98012.0,Approved,376
10310,Female,27,North,Savings,2024-02-02,EMI,20760.0,Rejected,837
12428,Male,32,South,Savings,2023-12-09,Loan,68262.0,Rejected,458
11615,Female,48,East,Current,2023-10-31,Withdrawal,44043.0,Rejected,754
13323,Male,47,West,Current,2024-05-01,Loan,86783.0,Approved,876
12537,Male,39,South,Savings,2023-04-17,Withdrawal,21193.0,,757
10496,Male,68,West,Current,2024-07-27,Loan,84890.0,Approved,816
10206,Male,54,West,Current,2023-03-22,EMI,12344.0,Rejected,449
11136,Male,56,North,Current,2023-08-18,EMI,86054.0,Approved,472
12848,Female,24,West,Current,2024-02-09,EMI,17756.0,Default,790
14825,Male,48,South,Current,2024-11-08,Loan,57327.0,Approved,310
14082,Female,27,North,Savings,2023-04-28,Withdrawal,53463.0,Approved,520
10306,Male,39,North,Current,2024-06-11,Withdrawal,,Rejected,555
11193,Male,32,East,Current,2024-07-04,Loan,47007.0,Rejected,471
14044,Female,28,South,Savings,2024-08-06,Withdrawal,40899.0,Rejected,887
13455,Male,44,West,Savings,2023-10-19,Deposit,6778.0,Default,891
11062,Male,60,West,Savings,2023-09-04,Withdrawal,73964.0,Default,448
10844,Male,50,South,Savings,2024-02-16,Deposit,28133.0,,332
10611,Male,36,South,Savings,2024-11-07,Withdrawal,17565.0,Approved,650
12656,Male,30,South,Current,2023-07-09,Deposit,56450.0,Approved,678
10212,Male,44,West,Current,2024-07-24,Withdrawal,61217.0,Approved,535
11109,Female,59,West,Current,2023-05-30,Deposit,97944.0,Default,742
13961,Male,28,North,Savings,2023-02-28,Loan,,Rejected,320
10680,Female,21,South,Savings,2024-12-02,EMI,41720.0,,716
10566,Female,52,South,Current,2024-05-26,Withdrawal,99557.0,Default,385
11449,Female,29,South,Savings,2024-07-11,Loan,61656.0,Rejected,588
13815,Male,49,North,Savings,2024-03-16,Withdrawal,95673.0,Rejected,436
10681,Female,45,North,Savings,2024-11-21,EMI,95673.0,Approved,632
10181,Male,23,North,Savings,2023-07-17,Loan,5714.0,Rejected,339
12834,Male,64,South,Current,2023-05-30,Loan,37843.0,Default,361
13383,Male,66,South,Current,2024-04-17,Loan,93501.0,Approved,799
13365,Female,52,North,Current,2023-01-19,EMI,43530.0,Approved,848
14408,Female,41,West,Current,2023-07-13,Withdrawal,46602.0,Rejected,828
10279,Male,53,South,Savings,2024-08-30,Loan,36690.0,Approved,476
14441,Female,54,West,Current,2023-03-28,EMI,59527.0,,549
11205,Male,57,West,Current,2024-12-04,EMI,,Default,794
11425,Female,52,West,Current,2023-08-31,Deposit,28011.0,Approved,712
10433,Male,37,South,Current,2024-01-05,Loan,59568.0,Default,538
10290,Female,53,West,Current,2024-10-10,EMI,75745.0,Approved,410
11028,Male,55,East,Current,2023-12-17,Withdrawal,91731.0,Approved,825
10536,Female,59,East,Savings,2023-07-30,Loan,70396.0,Default,434
13657,Male,66,West,Current,2023-06-15,EMI,41797.0,Approved,511
11188,Male,28,East,Current,2023-03-20,Loan,59975.0,Approved,796
10189,Male,36,West,Current,2023-07-21,Loan,99642.0,Approved,488
12312,Female,52,South,Savings,2023-07-14,EMI,6293.0,Default,751
10707,Female,25,West,Current,2024-04-29,Deposit,77031.0,Approved,346
12655,Male,57,South,Current,2024-12-24,Loan,57400.0,Approved,860
10271,Female,40,,Savings,2023-07-13,Withdrawal,18673.0,Approved,303
13587,Male,18,South,Current,2023-08-07,EMI,73337.0,Rejected,803
14220,Female,20,South,Savings,2024-10-17,Loan,27508.0,Rejected,787
12777,Male,21,East,Current,2023-07-16,Withdrawal,12036.0,Default,596
13939,Male,56,,Current,2023-02-07,EMI,99107.0,Default,831
10112,Male,20,South,Savings,2024-09-16,Loan,50339.0,Approved,638
11171,Female,39,West,Current,2024-03-23,EMI,,,456
13090,Female,33,,Current,2024-06-26,EMI,96552.0,Rejected,735
10221,Male,54,West,Savings,2023-09-29,Loan,19640.0,Rejected,636
14205,Female,40,South,Savings,2023-09-06,Deposit,21100.0,Rejected,800
10628,Female,62,East,Savings,2023-05-25,EMI,83045.0,Rejected,863
13807,Female,27,,Current,2024-05-30,Deposit,,Default,382
13577,Female,39,East,Savings,2024-05-26,Loan,57068.0,Rejected,758
12578,Male,41,South,Current,2024-01-13,Withdrawal,51150.0,Approved,796
10791,Female,66,East,Current,2024-05-08,Deposit,28802.0,Approved,699
13077,Female,57,North,Savings,2023-08-03,Loan,37479.0,Rejected,721
10462,Male,61,North,Current,2024-04-03,EMI,14550.0,Default,480
14539,Male,58,South,Current,2024-02-16,Loan,,Approved,892
10552,Female,26,South,Current,2023-05-26,Deposit,16689.0,Default,675
13351,Female,48,North,Savings,2024-03-16,Withdrawal,10514.0,Default,543
11514,Male,29,East,Savings,2023-07-04,Withdrawal,69837.0,Rejected,647
10199,Male,30,East,Current,2024-03-05,Withdrawal,91363.0,Approved,806
12758,Female,51,West,Current,2024-06-03,Withdrawal,17643.0,Rejected,856
11860,Male,69,,Current,2024-07-14,Deposit,96906.0,Rejected,786
10403,Male,43,East,Current,2023-01-05,Withdrawal,86343.0,Approved,894
13258,Female,68,,Current,2023-01-23,Deposit,92044.0,Approved,584
12270,Female,28,North,Current,2024-03-16,Withdrawal,,Approved,414
14911,Female,32,South,Current,2024-02-05,Deposit,57081.0,Approved,394
13825,Male,24,West,Current,2023-03-08,Withdrawal,4532.0,Default,329
11865,Female,52,North,Current,2023-02-04,EMI,71775.0,Approved,349
14602,Male,36,South,Current,2023-05-23,Loan,,,888
10651,Male,51,East,Savings,2024-02-08,Withdrawal,95835.0,Default,893
10709,Female,33,West,Savings,2023-05-29,EMI,,Rejected,642
12314,Male,28,West,Savings,2024-09-06,Withdrawal,20237.0,Approved,512
