Customer_ID,Gender,Age,Region,Account_Type,Transaction_Date,Transaction_Type,Amount,Loan_Status,Credit_Score,year,month,day,age_group,amount_levl,Txn_Flow,Region_Encoded
14646,Male,35,West,Savings,2024-12-09,Withdrawal,91236.0,Rejected,741,2024,12,9,adult,high,Debit,4
11962,Male,26,West,Current,2023-05-05,Withdrawal,85675.0,Approved,473,2023,5,5,adult,high,Debit,4
13555,Female,47,East,Savings,2023-09-11,Loan,12369.0,Rejected,514,2023,9,11,middle_age,medium,Credit,1
13047,Female,42,East,Savings,2024-10-24,Deposit,19936.0,Rejected,479,2024,10,24,middle_age,medium,Credit,1
14701,Female,47,0,Savings,2024-07-24,Loan,39148.0,Default,601,2024,7,24,middle_age,medium,Credit,0
13544,Female,33,South,Savings,2023-11-25,EMI,76045.0,Approved,306,2023,11,25,adult,high,Debit,3
14079,Female,19,West,Savings,2023-09-11,Loan,53445.0,Rejected,898,2023,9,11,young,high,Credit,4
13160,Male,43,East,Savings,2023-11-05,Withdrawal,5509.0,Rejected,572,2023,11,5,middle_age,low,Debit,1
11819,Female,43,South,Current,2024-10-14,Deposit,75327.0,Default,778,2024,10,14,middle_age,high,Credit,3
10790,Male,50,East,Savings,2023-01-10,Loan,83246.0,Default,831,2023,1,10,middle_age,high,Credit,1
12415,Female,39,South,Current,2024-06-20,Withdrawal,19610.0,Default,570,2024,6,20,adult,medium,Debit,3
14183,Male,47,South,Current,2023-03-19,Deposit,8261.0,Default,638,2023,3,19,middle_age,low,Credit,3
11666,Female,49,East,Current,2023-04-18,EMI,87854.0,Rejected,721,2023,4,18,middle_age,high,Debit,1
11895,Male,57,South,Savings,2024-09-07,EMI,75826.0,Default,808,2024,9,7,middle_age,high,Debit,3
11478,Female,67,North,Savings,2024-08-08,EMI,64545.0,Rejected,874,2024,8,8,senior,high,Debit,2
12173,Male,67,North,Current,2023-06-09,Deposit,22826.0,Default,869,2023,6,9,senior,medium,Credit,2
11631,Male,28,North,Current,2023-12-31,Loan,74916.0,Approved,616,2023,12,31,adult,high,Credit,2
10074,Female,57,East,Current,2024-12-30,EMI,13863.0,Approved,662,2024,12,30,middle_age,medium,Debit,1
11958,Male,21,East,Savings,2023-01-07,EMI,23972.0,Rejected,759,2023,1,7,young,medium,Debit,1
13228,Female,31,South,Current,2024-10-10,Withdrawal,78665.0,Rejected,715,2024,10,10,adult,high,Debit,3
12165,Female,49,South,Current,2024-03-24,Loan,38488.0,Approved,632,2024,3,24,middle_age,medium,Credit,3
13210,Male,66,West,Savings,2023-11-07,EMI,96923.0,Default,804,2023,11,7,senior,high,Debit,4
10093,Female,62,North,Current,2024-08-07,Withdrawal,81431.0,Default,389,2024,8,7,senior,high,Debit,2
14715,Female,68,North,Current,2023-10-14,EMI,44406.0,Default,822,2023,10,14,senior,medium,Debit,2
14060,Male,34,North,Current,2023-09-02,Loan,35120.0,Default,854,2023,9,2,adult,medium,Credit,2
12390,Female,38,East,Current,2024-06-10,Loan,77964.0,Default,801,2024,6,10,adult,high,Credit,1
12716,Male,55,South,Savings,2023-12-01,Loan,83966.0,Approved,794,2023,12,1,middle_age,high,Credit,3
10495,Male,61,East,Savings,2024-08-09,EMI,81210.0,Approved,785,2024,8,9,senior,high,Debit,1
13340,Male,57,South,Savings,2023-01-20,Deposit,81573.0,Approved,882,2023,1,20,middle_age,high,Credit,3
12329,Male,35,East,Current,2024-04-07,Deposit,53774.0,Default,311,2024,4,7,adult,high,Credit,1
13836,Female,54,North,Savings,2023-04-16,EMI,75868.0,Approved,421,2023,4,16,middle_age,high,Debit,2
11165,Male,19,West,Current,2023-10-24,Withdrawal,91251.0,Approved,679,2023,10,24,young,high,Debit,4
11271,Female,63,North,Savings,2024-03-13,Withdrawal,20965.0,Rejected,808,2024,3,13,senior,medium,Debit,2
13779,Male,51,East,Savings,2024-01-16,Withdrawal,5507.0,Rejected,625,2024,1,16,middle_age,low,Debit,1
14024,Female,54,North,Savings,2023-09-17,EMI,30301.0,Approved,463,2023,9,17,middle_age,medium,Debit,2
12317,Female,39,West,Current,2023-08-12,Withdrawal,79347.0,Approved,746,2023,8,12,adult,high,Debit,4
12616,Female,31,West,Current,2024-03-30,Deposit,70131.0,Approved,830,2024,3,30,adult,high,Credit,4
10619,Male,38,East,Current,2023-12-18,Withdrawal,48976.0,Default,502,2023,12,18,adult,medium,Debit,1
13938,Male,46,West,Savings,2023-02-08,EMI,48709.0,Approved,737,2023,2,8,middle_age,medium,Debit,4
12147,Male,34,North,Current,2023-07-04,EMI,0.0,Default,779,2023,7,4,adult,low,Debit,2
12836,Male,55,North,Savings,2023-03-10,Withdrawal,39930.0,Approved,471,2023,3,10,middle_age,medium,Debit,2
13868,Female,34,South,Current,2024-02-08,Loan,49814.0,Approved,547,2024,2,8,adult,medium,Credit,3
11361,Female,25,East,Current,2023-10-26,Withdrawal,50285.0,Approved,762,2023,10,26,young,high,Debit,1
14708,Male,68,North,Current,2024-08-12,EMI,87333.0,Default,630,2024,8,12,senior,high,Debit,2
13596,Male,45,East,Current,2024-11-26,Deposit,90851.0,Approved,612,2024,11,26,middle_age,high,Credit,1
14534,Male,62,West,Savings,2024-01-15,EMI,72713.0,Rejected,562,2024,1,15,senior,high,Debit,4
10870,Female,27,East,Current,2024-11-15,Loan,56943.0,Rejected,686,2024,11,15,adult,high,Credit,1
12894,Male,65,South,Current,2024-10-03,Withdrawal,74768.0,Approved,384,2024,10,3,senior,high,Debit,3
11043,Male,34,North,Savings,2023-11-05,EMI,44819.0,Approved,530,2023,11,5,adult,medium,Debit,2
11872,Male,29,East,Current,2024-09-29,EMI,46471.0,Approved,597,2024,9,29,adult,medium,Debit,1
10357,Female,53,0,Current,2023-11-02,Loan,13202.0,Approved,404,2023,11,2,middle_age,medium,Credit,0
11163,Female,57,0,Savings,2024-09-27,Deposit,91975.0,Default,827,2024,9,27,middle_age,high,Credit,0
12946,Female,35,West,Savings,2023-10-30,Loan,57558.0,Approved,456,2023,10,30,adult,high,Credit,4
11372,Male,32,West,Current,2023-07-30,Loan,60570.0,Default,369,2023,7,30,adult,high,Credit,4
14206,Female,33,South,Current,2024-09-05,Withdrawal,18460.0,Rejected,624,2024,9,5,adult,medium,Debit,3
12896,Male,58,North,Savings,2024-06-30,Loan,76866.0,Approved,781,2024,6,30,middle_age,high,Credit,2
13400,Female,69,South,Current,2023-07-11,Deposit,38206.0,Rejected,485,2023,7,11,senior,medium,Credit,3
13973,Male,41,West,Savings,2024-08-23,Loan,3477.0,Rejected,834,2024,8,23,middle_age,low,Credit,4
13780,Female,50,West,Savings,2023-11-07,Loan,29854.0,Rejected,316,2023,11,7,middle_age,medium,Credit,4
13881,Female,48,South,Savings,2024-01-03,Loan,44525.0,Rejected,720,2024,1,3,middle_age,medium,Credit,3
14585,Female,21,East,Savings,2024-12-09,Deposit,42767.0,Approved,430,2024,12,9,young,medium,Credit,1
14105,Male,67,North,Savings,2024-06-05,Withdrawal,92598.0,Default,861,2024,6,5,senior,high,Debit,2
10333,Female,45,South,Current,2024-04-03,EMI,20513.0,Rejected,579,2024,4,3,middle_age,medium,Debit,3
13083,Female,63,West,Current,2023-02-23,EMI,82440.0,Approved,829,2023,2,23,senior,high,Debit,4
11790,Female,38,East,Savings,2024-02-03,Deposit,2924.0,Rejected,627,2024,2,3,adult,low,Credit,1
11259,Female,58,East,Savings,2023-06-10,Withdrawal,52457.0,Approved,436,2023,6,10,middle_age,high,Debit,1
13910,Male,59,West,Savings,2024-05-10,Withdrawal,7971.0,Approved,371,2024,5,10,middle_age,low,Debit,4
11823,Female,54,North,Current,2024-05-05,EMI,45537.0,Default,837,2024,5,5,middle_age,medium,Debit,2
11117,Male,63,North,Current,2023-04-19,Loan,55587.0,Approved,751,2023,4,19,senior,high,Credit,2
13504,Male,64,West,Savings,2023-06-22,EMI,8426.0,Default,565,2023,6,22,senior,low,Debit,4
13788,Male,35,South,Savings,2023-11-08,Loan,41185.0,Rejected,309,2023,11,8,adult,medium,Credit,3
12681,Male,28,North,Current,2023-09-06,Deposit,75279.0,Default,545,2023,9,6,adult,high,Credit,2
12628,Female,63,West,Current,2024-07-06,Deposit,42644.0,Default,557,2024,7,6,senior,medium,Credit,4
13482,Male,31,North,Current,2023-11-04,EMI,75174.0,Default,516,2023,11,4,adult,high,Debit,2
12292,Female,42,North,Current,2023-12-15,EMI,93326.0,Default,311,2023,12,15,middle_age,high,Debit,2
10446,Male,22,North,Savings,2024-06-03,Withdrawal,18301.0,Default,877,2024,6,3,young,medium,Debit,2
13604,Female,67,West,Current,2023-10-14,Loan,57889.0,Approved,406,2023,10,14,senior,high,Credit,4
10453,Female,63,West,Current,2023-09-15,Loan,18344.0,Approved,537,2023,9,15,senior,medium,Credit,4
11889,Male,34,North,Savings,2023-04-13,Loan,42121.0,Approved,678,2023,4,13,adult,medium,Credit,2
14573,Male,53,South,Savings,2023-07-04,Loan,24115.0,0,777,2023,7,4,middle_age,medium,Credit,3
13149,Male,39,North,Savings,2024-07-28,Deposit,42633.0,Approved,764,2024,7,28,adult,medium,Credit,2
10015,Female,66,North,Savings,2024-02-23,Withdrawal,55334.0,Rejected,463,2024,2,23,senior,high,Debit,2
14964,Female,48,South,Savings,2023-04-10,Withdrawal,16229.0,Default,814,2023,4,10,middle_age,medium,Debit,3
10946,Male,65,North,Current,2023-07-26,Loan,73321.0,Approved,475,2023,7,26,senior,high,Credit,2
10248,Male,35,North,Current,2024-10-02,EMI,48408.0,Default,485,2024,10,2,adult,medium,Debit,2
12756,Male,28,West,Current,2024-11-27,EMI,79821.0,Approved,533,2024,11,27,adult,high,Debit,4
10361,Female,49,East,Current,2024-05-25,Deposit,86890.0,Approved,819,2024,5,25,middle_age,high,Credit,1
14800,Male,37,North,Savings,2023-03-28,Loan,51423.0,Default,548,2023,3,28,adult,high,Credit,2
11718,Male,49,West,Savings,2024-03-30,Deposit,0.0,Rejected,688,2024,3,30,middle_age,low,Credit,4
14452,Female,31,0,Current,2024-06-08,Loan,27328.0,Approved,351,2024,6,8,adult,medium,Credit,0
11433,Female,63,North,Current,2023-08-05,Loan,75678.0,Default,862,2023,8,5,senior,high,Credit,2
13380,Female,61,West,Current,2024-03-21,Withdrawal,99903.0,Rejected,872,2024,3,21,senior,high,Debit,4
14032,Male,40,West,Current,2023-06-02,Deposit,57628.0,Rejected,601,2023,6,2,adult,high,Credit,4
13769,Male,55,West,Savings,2023-03-20,Deposit,0.0,Approved,365,2023,3,20,middle_age,low,Credit,4
11607,Female,26,East,Current,2024-06-20,Deposit,99225.0,0,769,2024,6,20,adult,high,Credit,1
11217,Female,65,South,Current,2024-10-07,Loan,19584.0,Rejected,698,2024,10,7,senior,medium,Credit,3
14514,Male,44,South,Current,2024-08-17,Withdrawal,37123.0,Default,637,2024,8,17,middle_age,medium,Debit,3
10491,Female,35,0,Savings,2024-01-24,EMI,77821.0,Rejected,850,2024,1,24,adult,high,Debit,0
10863,Female,40,East,Current,2024-01-13,Loan,83283.0,Default,814,2024,1,13,adult,high,Credit,1
12234,Male,46,North,Current,2024-10-07,Loan,62720.0,Default,559,2024,10,7,middle_age,high,Credit,2
12754,Female,59,North,Savings,2024-12-18,Loan,34738.0,Rejected,887,2024,12,18,middle_age,medium,Credit,2
11384,Female,66,East,Current,2024-11-09,Loan,32688.0,Rejected,810,2024,11,9,senior,medium,Credit,1
12073,Female,56,0,Current,2023-11-25,Deposit,34488.0,Rejected,622,2023,11,25,middle_age,medium,Credit,0
13709,Male,45,North,Current,2024-11-19,Deposit,34067.0,Approved,483,2024,11,19,middle_age,medium,Credit,2
12084,Female,51,0,Current,2024-05-23,Loan,25118.0,Default,882,2024,5,23,middle_age,medium,Credit,0
11363,Male,57,South,Current,2024-05-06,Loan,94481.0,Rejected,323,2024,5,6,middle_age,high,Credit,3
13411,Female,42,West,Savings,2024-07-09,Deposit,5286.0,Approved,381,2024,7,9,middle_age,low,Credit,4
10507,Female,59,West,Savings,2024-06-17,Withdrawal,32308.0,Rejected,306,2024,6,17,middle_age,medium,Debit,4
12852,Male,44,South,Savings,2024-07-07,Loan,47517.0,Default,579,2024,7,7,middle_age,medium,Credit,3
10026,Female,48,West,Savings,2024-05-20,Withdrawal,1826.0,Rejected,525,2024,5,20,middle_age,low,Debit,4
12118,Female,23,South,Savings,2024-11-17,EMI,67421.0,Rejected,658,2024,11,17,young,high,Debit,3
11223,Male,56,West,Current,2023-06-18,Withdrawal,40288.0,Approved,857,2023,6,18,middle_age,medium,Debit,4
11114,Male,41,East,Savings,2023-05-11,Loan,77749.0,Rejected,540,2023,5,11,middle_age,high,Credit,1
14422,Male,20,North,Savings,2024-02-01,Withdrawal,10185.0,Rejected,391,2024,2,1,young,medium,Debit,2
13650,Male,37,East,Savings,2024-04-09,EMI,50934.0,Approved,343,2024,4,9,adult,high,Debit,1
12581,Female,63,North,Savings,2024-02-19,Withdrawal,53034.0,Rejected,874,2024,2,19,senior,high,Debit,2
14817,Female,28,West,Savings,2024-06-21,Withdrawal,31530.0,Rejected,764,2024,6,21,adult,medium,Debit,4
13165,Male,18,North,Savings,2023-12-10,Loan,17683.0,Approved,796,2023,12,10,young,medium,Credit,2
10434,Female,69,East,Current,2024-06-30,Loan,19773.0,Rejected,791,2024,6,30,senior,medium,Credit,1
12198,Female,20,West,Current,2023-02-07,EMI,79651.0,Rejected,677,2023,2,7,young,high,Debit,4
13366,Female,35,North,Savings,2024-10-25,Loan,79753.0,Default,786,2024,10,25,adult,high,Credit,2
13289,Female,48,East,Current,2024-09-27,Loan,84817.0,0,867,2024,9,27,middle_age,high,Credit,1
12224,Male,51,East,Savings,2023-01-29,Deposit,0.0,Approved,828,2023,1,29,middle_age,low,Credit,1
13079,Male,37,West,Savings,2023-08-04,Deposit,74198.0,Default,430,2023,8,4,adult,high,Credit,4
14718,Female,32,South,Current,2024-06-28,EMI,11705.0,Rejected,602,2024,6,28,adult,medium,Debit,3
12265,Female,39,East,Savings,2024-07-26,Loan,80048.0,Rejected,899,2024,7,26,adult,high,Credit,1
13277,Male,65,North,Savings,2024-03-01,Deposit,78551.0,Default,579,2024,3,1,senior,high,Credit,2
13107,Female,64,East,Current,2024-12-24,Withdrawal,13850.0,Approved,508,2024,12,24,senior,medium,Debit,1
11103,Female,21,West,Savings,2023-10-14,Withdrawal,21642.0,Rejected,306,2023,10,14,young,medium,Debit,4
11781,Female,29,East,Current,2024-09-01,Loan,15550.0,Rejected,414,2024,9,1,adult,medium,Credit,1
12451,Male,21,East,Savings,2024-05-18,Withdrawal,89617.0,Approved,767,2024,5,18,young,high,Debit,1
13476,Male,49,East,Savings,2023-10-30,Deposit,96369.0,Default,501,2023,10,30,middle_age,high,Credit,1
14094,Male,27,North,Current,2024-06-14,Loan,24553.0,Default,472,2024,6,14,adult,medium,Credit,2
10157,Male,48,East,Current,2023-08-04,Withdrawal,88630.0,Approved,632,2023,8,4,middle_age,high,Debit,1
13177,Female,35,South,Savings,2023-12-12,Deposit,23706.0,0,734,2023,12,12,adult,medium,Credit,3
13860,Male,28,North,Savings,2023-12-22,EMI,78731.0,Rejected,571,2023,12,22,adult,high,Debit,2
10616,Male,43,West,Current,2024-06-13,Withdrawal,82823.0,Approved,766,2024,6,13,middle_age,high,Debit,4
10644,Male,18,North,Current,2024-09-16,EMI,96265.0,0,864,2024,9,16,young,high,Debit,2
11610,Male,37,South,Savings,2023-06-17,Loan,0.0,Default,837,2023,6,17,adult,low,Credit,3
11938,Female,34,West,Savings,2024-06-20,Deposit,58993.0,Rejected,550,2024,6,20,adult,high,Credit,4
11069,Male,28,South,Savings,2023-02-07,Loan,28728.0,Rejected,526,2023,2,7,adult,medium,Credit,3
13502,Male,32,North,Savings,2024-08-25,Withdrawal,90579.0,Default,628,2024,8,25,adult,high,Debit,2
14742,Female,41,North,Savings,2024-02-03,Deposit,17029.0,Rejected,385,2024,2,3,middle_age,medium,Credit,2
14372,Female,18,South,Current,2024-12-04,Withdrawal,70277.0,Default,815,2024,12,4,young,high,Debit,3
11515,Female,67,West,Current,2023-05-25,Withdrawal,55289.0,0,571,2023,5,25,senior,high,Debit,4
10331,Male,34,West,Current,2024-06-09,EMI,47647.0,Approved,781,2024,6,9,adult,medium,Debit,4
13339,Female,56,North,Current,2024-12-23,Withdrawal,77939.0,Rejected,528,2024,12,23,middle_age,high,Debit,2
12903,Male,61,East,Savings,2024-07-13,Withdrawal,33976.0,Approved,553,2024,7,13,senior,medium,Debit,1
12332,Female,33,South,Current,2024-01-10,Deposit,34083.0,Rejected,382,2024,1,10,adult,medium,Credit,3
10623,Male,59,North,Current,2024-01-17,Loan,16072.0,Rejected,823,2024,1,17,middle_age,medium,Credit,2
11783,Female,48,East,Current,2024-08-24,Deposit,91930.0,Approved,819,2024,8,24,middle_age,high,Credit,1
12477,Female,18,South,Current,2024-02-08,Deposit,54804.0,Approved,413,2024,2,8,young,high,Credit,3
13091,Female,41,East,Savings,2024-11-06,EMI,59989.0,Approved,795,2024,11,6,middle_age,high,Debit,1
12100,Male,34,South,Savings,2024-04-18,Withdrawal,40827.0,Rejected,354,2024,4,18,adult,medium,Debit,3
11742,Female,57,South,Savings,2024-07-28,Loan,34583.0,Default,428,2024,7,28,middle_age,medium,Credit,3
13250,Male,33,West,Current,2024-07-03,Loan,50966.0,Approved,435,2024,7,3,adult,high,Credit,4
10756,Female,37,East,Current,2023-01-22,Loan,89421.0,Rejected,520,2023,1,22,adult,high,Credit,1
10519,Female,41,West,Savings,2023-04-05,EMI,98400.0,Approved,772,2023,4,5,middle_age,high,Debit,4
14054,Male,55,North,Current,2024-02-07,EMI,45294.0,Approved,626,2024,2,7,middle_age,medium,Debit,2
10033,Female,60,South,Savings,2023-06-23,Withdrawal,29363.0,Default,734,2023,6,23,middle_age,medium,Debit,3
13129,Male,36,West,Current,2024-05-23,EMI,65668.0,Approved,886,2024,5,23,adult,high,Debit,4
12982,Female,62,North,Savings,2023-11-18,EMI,97342.0,Rejected,343,2023,11,18,senior,high,Debit,2
11158,Male,64,South,Current,2024-03-27,Withdrawal,81759.0,Rejected,505,2024,3,27,senior,high,Debit,3
14346,Female,29,West,Current,2023-10-20,EMI,60797.0,Default,475,2023,10,20,adult,high,Debit,4
10745,Male,64,West,Current,2023-01-30,Withdrawal,89612.0,Rejected,640,2023,1,30,senior,high,Debit,4
13540,Male,38,North,Savings,2024-11-10,Deposit,24265.0,Approved,425,2024,11,10,adult,medium,Credit,2
12911,Female,43,East,Current,2024-08-02,EMI,56704.0,0,864,2024,8,2,middle_age,high,Debit,1
12096,Male,59,South,Savings,2023-01-25,Loan,28944.0,Rejected,366,2023,1,25,middle_age,medium,Credit,3
12760,Male,36,West,Savings,2023-10-15,Loan,38126.0,Rejected,593,2023,10,15,adult,medium,Credit,4
10784,Female,51,North,Current,2024-03-17,Withdrawal,27953.0,Default,775,2024,3,17,middle_age,medium,Debit,2
13567,Male,57,South,Current,2024-09-12,Deposit,74030.0,Approved,835,2024,9,12,middle_age,high,Credit,3
13139,Male,54,North,Savings,2023-04-23,Withdrawal,95161.0,Approved,679,2023,4,23,middle_age,high,Debit,2
10230,Male,47,East,Savings,2023-01-09,Loan,11683.0,Approved,495,2023,1,9,middle_age,medium,Credit,1
10858,Male,37,East,Current,2024-01-17,Withdrawal,88542.0,Approved,478,2024,1,17,adult,high,Debit,1
11667,Female,53,South,Savings,2023-06-25,Deposit,16405.0,Approved,480,2023,6,25,middle_age,medium,Credit,3
11402,Male,39,East,Current,2023-09-28,EMI,76997.0,Default,783,2023,9,28,adult,high,Debit,1
13214,Female,45,North,Current,2024-05-12,Loan,22780.0,0,313,2024,5,12,middle_age,medium,Credit,2
10409,Female,30,South,Current,2024-03-14,Deposit,75884.0,Default,442,2024,3,14,adult,high,Credit,3
10171,Female,35,West,Current,2024-10-12,EMI,83628.0,Rejected,850,2024,10,12,adult,high,Debit,4
10541,Male,44,North,Savings,2024-02-07,Withdrawal,50289.0,Default,560,2024,2,7,middle_age,high,Debit,2
13631,Female,39,East,Current,2023-08-25,Loan,70142.0,Rejected,458,2023,8,25,adult,high,Credit,1
13744,Male,23,West,Current,2023-04-09,EMI,97725.0,Rejected,825,2023,4,9,young,high,Debit,4
12733,Female,59,South,Savings,2024-12-01,Deposit,26545.0,Default,710,2024,12,1,middle_age,medium,Credit,3
10614,Female,64,South,Current,2023-06-09,EMI,36435.0,Approved,563,2023,6,9,senior,medium,Debit,3
12046,Female,20,South,Current,2024-12-02,EMI,61526.0,Approved,320,2024,12,2,young,high,Debit,3
12026,Female,42,0,Savings,2024-03-07,Deposit,55501.0,0,802,2024,3,7,middle_age,high,Credit,0
13666,Female,39,East,Current,2023-01-14,Deposit,44087.0,Rejected,512,2023,1,14,adult,medium,Credit,1
11162,Male,34,0,Current,2024-12-02,Deposit,54833.0,Approved,515,2024,12,2,adult,high,Credit,0
12192,Male,43,North,Current,2024-06-08,Deposit,0.0,Default,382,2024,6,8,middle_age,low,Credit,2
12518,Female,33,West,Current,2023-07-11,Withdrawal,71880.0,Rejected,343,2023,7,11,adult,high,Debit,4
13048,Female,67,West,Savings,2024-12-08,Deposit,15155.0,Approved,786,2024,12,8,senior,medium,Credit,4
13063,Female,60,North,Current,2023-04-28,Loan,23546.0,Rejected,846,2023,4,28,middle_age,medium,Credit,2
11618,Male,48,West,Savings,2023-11-01,Withdrawal,65990.0,0,458,2023,11,1,middle_age,high,Debit,4
12340,Male,29,0,Savings,2023-11-18,Deposit,59396.0,Approved,391,2023,11,18,adult,high,Credit,0
10565,Female,47,West,Savings,2023-12-18,Loan,32279.0,Default,427,2023,12,18,middle_age,medium,Credit,4
13806,Female,50,0,Savings,2023-03-26,EMI,33970.0,Approved,899,2023,3,26,middle_age,medium,Debit,0
14721,Male,67,South,Current,2024-12-12,EMI,93469.0,Approved,551,2024,12,12,senior,high,Debit,3
14820,Male,59,South,Current,2024-09-05,Deposit,94439.0,Approved,572,2024,9,5,middle_age,high,Credit,3
12805,Male,67,South,Current,2023-01-09,Deposit,71960.0,Rejected,357,2023,1,9,senior,high,Credit,3
13361,Female,45,West,Current,2023-02-02,Withdrawal,67107.0,Approved,618,2023,2,2,middle_age,high,Debit,4
11558,Male,67,South,Current,2024-08-21,Loan,35117.0,Approved,718,2024,8,21,senior,medium,Credit,3
13705,Male,61,East,Current,2024-05-11,Withdrawal,43124.0,Approved,816,2024,5,11,senior,medium,Debit,1
11766,Female,20,North,Savings,2024-01-11,Withdrawal,84822.0,Approved,796,2024,1,11,young,high,Debit,2
14399,Male,48,South,Current,2023-06-19,Withdrawal,67065.0,Approved,788,2023,6,19,middle_age,high,Debit,3
12695,Female,37,North,Savings,2023-05-13,Deposit,81752.0,Approved,684,2023,5,13,adult,high,Credit,2
14667,Female,56,North,Current,2024-09-29,Withdrawal,65102.0,0,354,2024,9,29,middle_age,high,Debit,2
14941,Male,35,East,Current,2024-01-15,Deposit,35723.0,Rejected,594,2024,1,15,adult,medium,Credit,1
11173,Male,47,0,Savings,2024-03-07,Loan,30948.0,Rejected,587,2024,3,7,middle_age,medium,Credit,0
14522,Male,55,East,Savings,2024-11-21,Withdrawal,88156.0,Rejected,817,2024,11,21,middle_age,high,Debit,1
10326,Female,18,West,Current,2023-10-30,EMI,18565.0,Rejected,421,2023,10,30,young,medium,Debit,4
11052,Male,54,West,Savings,2023-04-01,Loan,50956.0,Default,305,2023,4,1,middle_age,high,Credit,4
13138,Female,66,0,Current,2023-03-13,Loan,93081.0,0,703,2023,3,13,senior,high,Credit,0
14991,Male,33,South,Savings,2024-08-09,EMI,10859.0,Approved,760,2024,8,9,adult,medium,Debit,3
13075,Male,64,South,Savings,2023-07-05,Deposit,98942.0,Rejected,351,2023,7,5,senior,high,Credit,3
14848,Male,63,East,Current,2024-03-13,Deposit,9174.0,Approved,389,2024,3,13,senior,low,Credit,1
11670,Female,39,South,Savings,2023-11-25,Deposit,7575.0,Default,393,2023,11,25,adult,low,Credit,3
11197,Female,60,West,Savings,2023-08-20,EMI,0.0,Rejected,468,2023,8,20,middle_age,low,Debit,4
10621,Female,21,South,Current,2023-07-29,Withdrawal,10176.0,Rejected,430,2023,7,29,young,medium,Debit,3
11527,Male,44,South,Savings,2023-01-09,Withdrawal,70969.0,Rejected,550,2023,1,9,middle_age,high,Debit,3
13067,Male,60,South,Savings,2024-11-13,EMI,95434.0,Approved,681,2024,11,13,middle_age,high,Debit,3
11483,Female,32,East,Savings,2023-11-09,EMI,50119.0,Rejected,310,2023,11,9,adult,high,Debit,1
11190,Female,56,North,Savings,2024-03-09,Loan,22629.0,Approved,393,2024,3,9,middle_age,medium,Credit,2
10329,Female,33,East,Current,2023-07-08,Loan,13094.0,Default,550,2023,7,8,adult,medium,Credit,1
10649,Female,57,South,Current,2023-08-06,Withdrawal,29386.0,Default,634,2023,8,6,middle_age,medium,Debit,3
10898,Female,19,East,Savings,2023-02-07,EMI,93701.0,Approved,434,2023,2,7,young,high,Debit,1
12094,Female,18,South,Savings,2024-06-30,Deposit,50915.0,Approved,376,2024,6,30,young,high,Credit,3
11124,Male,66,West,Current,2023-06-18,EMI,11327.0,Default,334,2023,6,18,senior,medium,Debit,4
12081,Male,48,East,Current,2024-06-19,Withdrawal,6305.0,Approved,527,2024,6,19,middle_age,low,Debit,1
14786,Male,69,South,Savings,2024-08-24,EMI,81535.0,Approved,705,2024,8,24,senior,high,Debit,3
13821,Male,67,South,Savings,2024-12-30,Deposit,40164.0,Default,867,2024,12,30,senior,medium,Credit,3
13545,Male,67,North,Current,2024-07-12,Withdrawal,46532.0,Rejected,515,2024,7,12,senior,medium,Debit,2
12136,Male,51,South,Current,2024-09-06,Withdrawal,24492.0,Approved,480,2024,9,6,middle_age,medium,Debit,3
12479,Female,38,West,Savings,2023-05-07,Deposit,87506.0,Approved,574,2023,5,7,adult,high,Credit,4
11601,Female,62,East,Savings,2023-10-02,Deposit,70890.0,Approved,471,2023,10,2,senior,high,Credit,1
13530,Female,25,East,Savings,2023-08-26,Withdrawal,88638.0,Approved,367,2023,8,26,young,high,Debit,1
12283,Female,40,West,Savings,2024-05-11,EMI,55576.0,Approved,541,2024,5,11,adult,high,Debit,4
11520,Male,55,West,Savings,2023-12-03,Withdrawal,82176.0,0,752,2023,12,3,middle_age,high,Debit,4
14704,Male,21,West,Savings,2024-01-30,Deposit,12629.0,Approved,577,2024,1,30,young,medium,Credit,4
13468,Female,53,0,Current,2023-05-16,Withdrawal,25104.0,Default,631,2023,5,16,middle_age,medium,Debit,0
11024,Female,47,East,Savings,2024-10-29,EMI,58487.0,Rejected,348,2024,10,29,middle_age,high,Debit,1
14569,Female,34,East,Current,2024-04-13,Loan,83680.0,Default,370,2024,4,13,adult,high,Credit,1
14123,Female,39,0,Savings,2024-02-06,EMI,26247.0,Approved,768,2024,2,6,adult,medium,Debit,0
13471,Female,34,East,Savings,2023-08-29,Deposit,2642.0,Approved,403,2023,8,29,adult,low,Credit,1
14852,Female,39,South,Savings,2024-05-30,Deposit,5186.0,Default,814,2024,5,30,adult,low,Credit,3
14619,Male,52,South,Current,2023-01-05,EMI,63167.0,Approved,873,2023,1,5,middle_age,high,Debit,3
14232,Male,29,0,Savings,2024-07-17,EMI,38252.0,Default,367,2024,7,17,adult,medium,Debit,0
10810,Male,48,South,Current,2023-07-30,EMI,71422.0,Approved,524,2023,7,30,middle_age,high,Debit,3
13036,Male,41,South,Savings,2024-05-12,Loan,76761.0,Default,751,2024,5,12,middle_age,high,Credit,3
10979,Female,44,East,Savings,2023-02-01,EMI,60596.0,Default,453,2023,2,1,middle_age,high,Debit,1
12230,Female,23,0,Savings,2023-05-13,Deposit,37069.0,Approved,564,2023,5,13,young,medium,Credit,0
